Area,Item,Year,Area_Harvested,Yield
India,Grapes,2015,120000.0,21683.3
India,Grapes,2016,122000.0,21229.5
India,Grapes,2017,137000.0,21328.5
India,Grapes,2018,139000.0,21007.2
India,Grapes,2019,140000.0,21721.4
India,Grapes,2020,150000.0,21206.7
India,Grapes,2021,155000.0,21664.5
India,Grapes,2022,163000.0,20865.0
India,Grapes,2023,169000.0,22130.2
India,Grapes,2024,179629.0,21735.3
India,"Mangoes, guavas and mangosteens",1961,850000.0,8221.2
India,"Mangoes, guavas and mangosteens",1962,850000.0,8221.2
India,"Mangoes, guavas and mangosteens",1963,850000.0,8235.3
India,"Mangoes, guavas and mangosteens",1964,850000.0,8235.3
India,"Mangoes, guavas and mangosteens",1965,850000.0,8235.3
India,"Mangoes, guavas and mangosteens",1966,850000.0,8235.3
India,"Mangoes, guavas and mangosteens",1967,862000.0,8236.7
India,"Mangoes, guavas and mangosteens",1968,862000.0,8236.7
India,"Mangoes, guavas and mangosteens",1969,862000.0,8236.7
India,"Mangoes, guavas and mangosteens",1970,862000.0,8236.7
India,"Mangoes, guavas and mangosteens",1971,862000.0,8236.7
India,"Mangoes, guavas and mangosteens",1972,874100.0,8237.0
India,"Mangoes, guavas and mangosteens",1973,874100.0,8237.0
India,"Mangoes, guavas and mangosteens",1974,886200.0,8237.4
India,"Mangoes, guavas and mangosteens",1975,886200.0,8237.4
India,"Mangoes, guavas and mangosteens",1976,898400.0,8236.9
India,"Mangoes, guavas and mangosteens",1977,905350.0,8235.9
India,"Mangoes, guavas and mangosteens",1978,925480.0,8133.3
India,"Mangoes, guavas and mangosteens",1979,942560.0,8717.2
India,"Mangoes, guavas and mangosteens",1980,958430.0,8726.0
India,"Mangoes, guavas and mangosteens",1981,979640.0,8692.7
India,"Mangoes, guavas and mangosteens",1982,1001540.0,8649.5
India,"Mangoes, guavas and mangosteens",1983,1022220.0,8641.8
India,"Mangoes, guavas and mangosteens",1984,1042660.0,8779.9
India,"Mangoes, guavas and mangosteens",1985,795000.0,11745.3
India,"Mangoes, guavas and mangosteens",1986,805000.0,12262.1
India,"Mangoes, guavas and mangosteens",1987,834000.0,12126.3
India,"Mangoes, guavas and mangosteens",1988,852000.0,9304.0
India,"Mangoes, guavas and mangosteens",1989,860000.0,9888.4
India,"Mangoes, guavas and mangosteens",1990,846292.0,10215.6
India,"Mangoes, guavas and mangosteens",1991,1077621.0,8121.7
India,"Mangoes, guavas and mangosteens",1992,1230700.0,8384.2
India,"Mangoes, guavas and mangosteens",1993,1329200.0,8514.6
India,"Mangoes, guavas and mangosteens",1994,1346300.0,9111.3
India,"Mangoes, guavas and mangosteens",1995,1407000.0,8669.9
India,"Mangoes, guavas and mangosteens",1996,1476500.0,7776.8
India,"Mangoes, guavas and mangosteens",1997,1535800.0,7706.3
India,"Mangoes, guavas and mangosteens",1998,1552900.0,7338.6
India,"Mangoes, guavas and mangosteens",1999,1638200.0,7510.7
